[zipcode=]세종  금남면 용포리  19296 ]
[zipcode=]세종  금남면 원봉리  19297 ]
[zipcode=]세종  금남면 장재리  19298 ]
[zipcode=]세종  금남면 집현리  19299 ]
[zipcode=]세종  금남면 축산리  19300 ]
[zipcode=]세종  금남면 호탄리  19301 ]
[zipcode=]세종  금남면 황용리  19302 ]
[zipcode=]세종  금남면  19303 ]
[zipcode=]세종  부강면 갈산리  19304 ]
[zipcode=]세종  부강면 금호리  19305 ]
[zipcode=]세종  부강면 노호리  19306 ]
[zipcode=]세종  부강면 등곡리  19307 ]
[zipcode=]세종  부강면 문곡리  19308 ]
[zipcode=]세종  부강면 부강리  19309 ]
[zipcode=]세종  부강면 산수리  19310 ]
[zipcode=]세종  부강면 행산리  19311 ]
[zipcode=]세종  부강면  19312 ]
[zipcode=]세종  소정면 고등리  19313 ]
[zipcode=]세종  소정면 대곡리  19314 ]
[zipcode=]세종  소정면 소정리  19315 ]
[zipcode=]세종  소정면 운당리  19316 ]
[zipcode=]세종  소정면  19317 ]
[zipcode=]세종  연기면 누리리  19318 ]
[zipcode=]세종  연기면 눌왕리  19319 ]
[zipcode=]세종  연기면 보통리  19320 ]
[zipcode=]세종  연기면 산울리  19321 ]
[zipcode=]세종  연기면 세종리  19322 ]
[zipcode=]세종  연기면 수산리  19323 ]
[zipcode=]세종  연기면 연기리  19324 ]
[zipcode=]세종  연기면 한별리  19325 ]
[zipcode=]세종  연기면 해밀리  19326 ]
[zipcode=]세종  연기면  19327 ]
[zipcode=]세종  연동면 내판리  19328 ]
[zipcode=]세종  연동면 노송리  19329 ]
[zipcode=]세종  연동면 다솜리  19330 ]
[zipcode=]세종  연동면 명학리 삼성전기(주)  19331 ]
[zipcode=]세종  연동면 명학리 청정아파트 (101∼104동) 19332 ]
[zipcode=]세종  연동면 명학리  19333 ]
[zipcode=]세종  연동면 문주리  19334 ]
[zipcode=]세종  연동면 송용리  19335 ]
[zipcode=]세종  연동면 예양리  19336 ]
[zipcode=]세종  연동면 용호리  19337 ]
[zipcode=]세종  연동면 응암리  19338 ]
[zipcode=]세종  연동면 합강리  19339 ]
[zipcode=]세종  연동면  19340 ]
[zipcode=]세종  연서면 고복리  19341 ]
[zipcode=]세종  연서면 국촌리  19342 ]
[zipcode=]세종  연서면 기룡리  19343 ]
[zipcode=]세종  연서면 봉암리 대원네스트빌아파트 (101∼107동) 19344 ]
[zipcode=]세종  연서면 봉암리 사서함 90 19345 ]
[zipcode=]세종  연서면 봉암리  19346 ]
[zipcode=]세종  연서면 부동리  19347 ]
[zipcode=]세종  연서면 성제리  19348 ]
[zipcode=]세종  연서면 신대리  19349 ]
[zipcode=]세종  연서면 쌍류리  19350 ]
[zipcode=]세종  연서면 쌍전리  19351 ]
[zipcode=]세종  연서면 와촌리  19352 ]
[zipcode=]세종  연서면 용암리  19353 ]
[zipcode=]세종  연서면 월하리  19354 ]
[zipcode=]세종  연서면 청라리  19355 ]
[zipcode=]세종  연서면  19356 ]
[zipcode=]세종  장군면 금암리 공주영상정보대학  19357 ]
[zipcode=]세종  장군면 금암리  19358 ]
[zipcode=]세종  장군면 대교리  19359 ]
[zipcode=]세종  장군면 도계리  19360 ]
[zipcode=]세종  장군면 봉안리  19361 ]
[zipcode=]세종  장군면 산학리  19362 ]
[zipcode=]세종  장군면 송문리  19363 ]
[zipcode=]세종  장군면 송정리  19364 ]
[zipcode=]세종  장군면 송학리  19365 ]
[zipcode=]세종  장군면 용암리  19366 ]
[zipcode=]세종  장군면 용현리  19367 ]
[zipcode=]세종  장군면 은용리  19368 ]
[zipcode=]세종  장군면 태산리  19369 ]
[zipcode=]세종  장군면 평기리  19370 ]
[zipcode=]세종  장군면 하봉리  19371 ]
[zipcode=]세종  장군면  19372 ]
[zipcode=]세종  전동면 노장리 노장산업단지  19373 ]
[zipcode=]세종  전동면 노장리  19374 ]
[zipcode=]세종  전동면 미곡리  19375 ]
[zipcode=]세종  전동면 보덕리  19376 ]
[zipcode=]세종  전동면 봉대리  19377 ]
[zipcode=]세종  전동면 석곡리  19378 ]
[zipcode=]세종  전동면 송곡리  19379 ]
[zipcode=]세종  전동면 송성리  19380 ]
[zipcode=]세종  전동면 송정리  19381 ]
[zipcode=]세종  전동면 심중리  19382 ]
[zipcode=]세종  전동면 청람리  19383 ]
[zipcode=]세종  전동면 청송리  19384 ]
[zipcode=]세종  전동면  19385 ]
[zipcode=]세종  전의면 관정리 전의일반산업단지  19386 ]
[zipcode=]세종  전의면 관정리  19387 ]
[zipcode=]세종  전의면 금사리  19388 ]
[zipcode=]세종  전의면 노곡리  19389 ]
[zipcode=]세종  전의면 다방리  19390 ]
[zipcode=]세종  전의면 달전리  19391 ]
[zipcode=]세종  전의면 동교리  19392 ]
[zipcode=]세종  전의면 서정리  19393 ]
[zipcode=]세종  전의면 신방리  19394 ]
[zipcode=]세종  전의면 신정리  19395 ]
[zipcode=]세종  전의면 신흥리  19396 ]
[zipcode=]세종  전의면 양곡리  19397 ]
[zipcode=]세종  전의면 영당리  19398 ]
[zipcode=]세종  전의면 원성리  19399 ]
[zipcode=]세종  전의면 유천리  19400 ]
[zipcode=]세종  전의면 읍내리  19401 ]
[zipcode=]세종  전의면  19402 ]
